"analysis_id","gene_accession_id","gene_symbol","mouse_strain","mouse_life_stage","parameter_id","parameter_name","pvalue"
"50s43mr8a5bw74v","MGI:1298378","Dhcr7","C57BL","Early adult","M-G-P_008_001_012","Tail elevation",0.4413376
"50s579x07i02yb0","MGI:98495","Tbx3","C57BL","E9.5","IMPC_CSD_032_001","Locomotor activity",0.3336139
"50seeism4b4i69x","MGI:1915087","Tiprl","C57BL","Early adult","M-G-P_012_001_005","Body Weight",0.964736
"50t29zd6y4970xz","MGI:103227","Cmah","C57BL","Early adult","IMPC_ACS_035_001","% Pre-pulse inhibition - PPI3",0.8634613
"50tg50f9dg2127b","MGI:107794","Zfp69","C57BL","Early adult","M-G-P_006_001_019","Skull shape",0.8843462
"50ue704859ycv4c","MGI:102657","Cdc34","C57BL","Early adult","IMPC_HEM_004_001","Hematocrit",0.4907356
"50w1jrqu286026u","MGI:2388267","Bicdl2","C55BL","early adult","ESLIM_011_001_010","PP4 + pulse startle magnitude",0.06535559
"50w65lg952gmn91","MGI:1923896","Wdr38","C57BL","Early adult","IMPC_CBC_011_001","Iron",0.4118275
"50wk5g6113tm748","MGI:2441671","Hcar1","C57BL","Early adult","ESLIM_011_001_010","PP4 + pulse startle magnitude",0.5993067
"50wr76g1uz0jq12","MGI:1919618","Borcs8","C57BL","E12.5","IMPC_CBC_023_001","Alpha-amylase",0.694085
"50y06764r765qr8","mgi:1923356","Kdm3b","C57BL","E18.5","M-G-P_025_001_015","Alkaline phosphatase",0.3622453
"50y4y8wn0z609gq","MGI:1919618","Borcs8","C57BL","Early adult","IMPC_OFD_020_001","Distance travelled - total",0.5863297
"50yjwk6248akra5","MGI:2444418","Scara3","C57BL","Early adult","m-g-p_016_001_006","Mean-corpuscular-haemoglobin",0.1793414
"50yz4zngxl7c0b6","MGI:1916625","Btbd9","C57BL","Early adult","ESLIM_005_001_701","BMC/Body weight",0.2236012
"50z0r6848bo9slk","MGI:98495","Tbx3","C57BL","Early adult","IMPC_OFD_014_001","Center distance travelled",0.5963386
"50z3u7635t1vn66","MGI:107566","Kifap3","C57BL","Early adult","IMPC_DXA_009_001","Fat/Body weight",0.8162221
"50z8ybus9x5a1to","MGI:2182543","Grhl2","C57BL","E15.5","IMPC_DXA_008_001","Lean/Body weight",0.1283803
"510097f87hdf1s1","MGI:97312","Nfkb1","129SV","Early adult","IMPC_HEM_006_001","Mean corpuscular hemoglobin",0.2244905
"51032ry6rso9417","MGI:2443235","Rimbp2","C57BL","Early adult","IMPC_IPG_010_001","Fasted blood glucose concentration",0.1476578
"510inh3xa9918ac","MGI:97312","Nfkb1","129SV","Early adult","ESLIM_008_001_008","Locomotor activity",0.1415894
"510l2st04os7jwz","MGI:2676312","Abca12","C57BL","Early adult","IMPC_EYE_083_001","Vitreous",0.1526528
"510m780785b0z34","MGI:1341881","Syngr3","C57BL","Early adult","IMPC_ACS_037_001","% Pre-pulse inhibition - Global",0.9968702
"510tk88zbi10357","MGI:97312","Nfkb1","129SV","Early adult","IMPC_GRS_010_001","Forelimb grip strength normalised against body weight",0.3536422
"511b2wjor91l026","MGI:1933155","Arl4d","129SV","Early adult","M-G-P_025_001_008","Albumin",0.6450412
"511gzkou7405939","MGI:96193","Hoxc11","C57BL","Early adult","IMPC_IPG_011_001","Initial response to glucose challenge",0.6378117
"511ya97m49ktbwv","MGI:1858696","Copg1","C57BL","Early adult","M-G-P_025_001_023","HDL-cholesterol",0.4231469
"51207rwsebqgbuu","MGI:96193","Hoxc11","C57BL","Early adult","JAX_OFD_022_001","Percentage center time",0.8057117
"512365rtav3mv9b","MGI:1915956","Rgp1","C57BL","E12.5","IMPC_CBC_020_001","Fructosamine",0.349234
"5130450c285nsw8","MGI:2182543","Grhl2","C57BL","E9.5","ESLIM_016_001_008","Platelets count",0.7229435
"5131axd63p8ke2j","MGI:1913721","Anp32e","C57BL","Early adult","ESLIM_013_001_005","Left retina structure",0.2332116
"51367zrtmz6do37","MGI:107794","Zfp69","C57BL","Early adult","IMPC_GEO_011_001","Blood Vessel Morphology",0.5473062
"513ox514d7g4aj9","MGI:2148802","Sec16b","C57BL","Early adult","IMPC_HEM_006_001","Mean corpuscular hemoglobin",0.9171873
"5146680f748jgf0","MGI:1916690","Dennd6b","C57BL","Early adult","M-G-P_026_001_006","Skin condition",0.5295348
"5146bohd939fcvz","MGI:1923356","Kdm3b","C57BL","E18.5","GMC_923_001_001","Body weight",0.7590616
"51471xjbc2b1303","MGI:1915814","Nufip2","C57BL","E18.5","MGP_CSD_023_001","Dorsal coat/hair appearance",0.8384244
"514742mcl1631a7","MGI:2448562","Adnp2","C57BL","Middle aged adult","IMPC_CSD_002_001","Tail - length",0.8289532
"5149lv6q2792lal","MGI:1915087","Tiprl","C57BL","E9.5","ESLIM_005_001_702","Lean/Body weight",0.4746565
"514x9c983863uv3","MGI:1861457","Dynll1","C57BL","Early adult","IMPC_CSD_062_001","Skin texture - whole body",0.05248131
"5158pd39dd1155b","MGI:1919618","Borcs8","C57BL","E12.5","IMPC_ECG_004_001","RR",0.4052503
"515fa00z32q548i","MGI:1891427","Fgf23","C57BL","Early adult","GMC_916_001_008","Latency familiar object exploration",0.5496421
"515izhw259vo163","MGI:2441671","Hcar1","C57BL","Early adult","IMPC_DXA_006_001","Body length",0.28703
"515kb5i1j68rw7z","MGI:1933155","Arl4d","129SV","Early adult","IMPC_CSD_024_001","Vibrissae - appearance",0.1612768
"515o419311v7308","mgi:1195272","Eda","C57BL","Early adult","IMPC_GEP_034_001","Skin Appearance",0.2493239
"5161fdw1yaa9l0d","MGI:1915087","Tiprl","C57BL","E9.5","IMPC_GPO_002_001","Placenta Morphology",0.425062
"5163q0c14il07gy","MGI:1919095","Erich3","C57BL","Early adult","IMPC_GEL_028_001","Forebrain",0.9893227
"5164nvl32920svy","MGI:1921783","Gzf1","C57BL","Early adult","IMPC_GEP_034_001","Skin Appearance",0.5308229
"51658ar16g1810j","MGI:2136381","Hadhb","C57BL","E18.5","IMPC_EYE_010_001","Iris/Pupil",0.6453611
"5167tq991m79r25","MGI:1859638","Pqbp1","C57BL","E9.5","IMPC_GEO_065_001","Limb morphology",0.8394567
"516u1764kon69a9","MGI:2138334","Dgkd","C57BL","Early adult","IMPC_ACS_034_001","% Pre-pulse inhibition - PPI2",0.5584055
"5178r55301t964p","MGI:1341881","Syngr3","C57BL","Early adult","IMPC_CSD_062_001","Skin texture - whole body",0.05247741
"5179e4c6o1k0ov9","MGI:2144989","Plekhh1","C57BL","Early adult","MGP_IMM_070_001","Total ab T cells - % of CD45+",0.9795808
"517kzdci923yz6l","MGI:105089","Hsd17b4","C57BL","Early adult","IMPC_GRS_011_001","Forelimb and hindlimb grip strength normalised against body weight",0.292874
"517q51v9u05b7s1","mgi:1931028","Recql4","C57BL","Early adult","JAX_OFD_021_001","Number of rears - total",0.2967082
"51838e415j79l59","MGI:2444156","Rccd1","C57BL","Early adult","IMPC_EYE_083_001","Vitreous",0.8096195
"518sojj35z9o594","MGI:96412","Ide","C57BL","Early adult","IMPC_HEM_002_001","Red blood cell count",0.06996734
"518th5617k1n83p","MGI:96412","Ide","C57BL","Early adult","IMPC_GRS_011_001","Forelimb and hindlimb grip strength normalised against body weight",0.9417517
"519v4r4pqqc2u9w","MGI:1859214","Pmm2","C57BL","E9.5","UCD_OWT_003_001","Spleen weight",0.3176233
"51b8mc6r0w1b2k2","MGI:2142651","Prmt9","C57BL","Early adult","IMPC_EYE_083_001","Vitreous",0.9896339
"51ban78h0me9y20","MGI:1353657","Fgd3","C57BL","Early adult","M-G-P_026_001_006","Skin condition",0.09757863
"51bi3wc915yk2ew","MGI:103227","Cmah","C57BL","Early adult","IMPC_GEP_034_001","Skin Appearance",0.3111151
"51c03bo43034s6b","MGI:2147679","Patl1","C57BL","E12.5","ESLIM_013_001_009","Right retina structure",0.9957176
"51c5x722s488546","MGI:1919762","Sting1","C57BL","Early adult","IMPC_DXA_008_001","Lean/Body weight",0.09749369
"51e25i509986z9y","MGI:2147679","Patl1","C57BL","E18.5","IMPC_CSD_079_001","Aggression",0.1570524
"51e8s69khmw5t0x","MGI:103227","Cmah","C57BL","Early adult","IMPC_CBC_014_001","Alkaline phosphatase",2.863374e-06
"51el67x34p008y4","MGI:1859214","Pmm2","C57BL","Early adult","ESLIM_011_001_010","PP4 + pulse startle magnitude",0.7407599
"51fykvo9905qx8o","MGI:2140300","Myorg","C57BL","Early adult","M-G-P_026_001_006","Skin condition",0.3809715
"51hj5hm4757x1wm","MGI:96412","Ide","129SV","Early adult","IMPC_EYE_023_001","Optic Disc",0.1071875
"51juj7889w2w71e","MGI:1859214","Pmm2","C57BL","E9.5","M-G-P_007_001_003","Whole Arena - resting time",0.5471723
"51k8rt4l47iq1v5","MGI:2182543","Grhl2","C57BL","E15.5","CCP_LDT_006_001","Latency to first transition into light",0.1379721
"51kq0w683p13zzf","MGI:1915814","Nufip2","C57BL","Early adult","IMPC_GEL_027_001","Neural tube closure",0.2235055
"51m365o273g5o34","MGI:2147679","Patl1","C57BL","E12.5","ESLIM_016_001_008","Platelets count",0.1843411
"51m8v9999782qf5","MGI:96412","Ide","C57BL","Early adult","IMPC_GEO_047_002","Microphthalmia",0.9712569
"51mw1lj91o24z2j","MGI:2159324","Cln6","C57BL","Early adult","ESLIM_005_001_701","BMC/Body weight",0.8702269
"51o5j5aly490r2v","MGI:1921703","Cfap53","C57BL","Early adult","M-G-P_016_001_001","White blood cell-count",0.1767262
"51o67f4680536y3","MGI:98495","Tbx3","C57BL","Early adult","GMC_923_001_001","Body weight",0.16135
"51o7tve772a7xz6","MGI:2147134","Fbxo11","C57BL","E15.5","IMPC_GEO_065_001","Limb morphology",0.1346974
"51o8hs68hq96ohp","MGI:2679719","Armc7","C57BL","Early adult","IMPC_GPO_002_001","Placenta Morphology",0.07023871
"51q429591o2v298","MGI:2388267","Bicdl2","C57BL","Early adult","ESLIM_011_001_006","110dB startle magnitude",0.5544577
"51qf73nqfz2g7zb","MGI:1920963","Rbm20","C57BL","Early adult","IMPC_GEL_063_001","Delayed embryonic development",0.7370627
"51rk95kwjvg54x0","MGI:1922422","Ccdc146","C57BL","Early adult","IMPC_GRS_011_001","Forelimb and hindlimb grip strength normalised against body weight",0.136463
"51u8w42cd080r13","MGI:1931028","Recql4","C57BL","E9.5","IMPC_GEL_061_001","Optic vesicle morphology",0.08578891
"51v8wf0122955m6","MGI:96412","Ide","C58BL","Early adult","m-g-p_006_001_017","Shape of ribs",0.3244282
"51vz6946cf8bp6z","MGI:1914162","Bzw2","C57BL","Early adult","M-G-P_008_001_012","Tail elevation",0.8970621
"51w383mu28v2239","MGI:1916690","Dennd6b","C57BL","Early adult","IMPC_CBC_009_001","Calcium",0.4233076
"51w65k077dk8j38","MGI:1928271","Malrd1","C57BL","Early adult","M-G-P_007_001_003","Whole Arena - resting time",0.9229114
"51x42x9yz5713ib","MGI:1098779","Cdk2ap2","C57BL","Early adult","IMPC_CSD_049_002","Hindlimb digit - shape",0.9800877
"51y37s14dcmv7kr","MGI:1913721","Anp32e","C57BL","Early adult","IMPC_DXA_004_001","Bone Mineral Density (excluding skull)",0.4676662
"51yxj539z687e89","MGI:2159324","Cln6","C57BL","Early adult","IMPC_CSD_007_001","Coat - color - abdomen",0.4891908
"520107x0009qrgh","MGI:96412","Ide","C57BL","Early adult","ESLIM_011_001_010","PP4 + pulse startle magnitude",0.470522
"52016p5m11op5gk","MGI:1915814","Nufip2","C57BL","E9.5","MGP_IMM_070_001","Total ab T cells - % of CD45+",0.8640432
"520w7re5290w90a","MGI:1915814","NUFIP2","C57BL","E9.5","BCMLA_EYE_068_001","Left total retinal thickness",0.2043967
"521i2r8mu5yrpqv","MGI:1861457","Dynll1","C57BL","Early adult","JAX_LDT_004_001","Dark side time spent",0.171535
"521k9ezq7zm4i47","MGI:1915814","Nufip2","C57BL","E18.5","JAX_OFD_016_001","Center permanence time",0.387569
"521nia6px98djr7","MGI:109339","Eya3","C57BL","Early adult","IMPC_DXA_007_001","BMC/Body weight",0.3869956
"521u02cww07m2j9","MGI:105095","Pgf","C57BL","Early adult","UCD_OWT_003_001","Spleen weight",0.2408037
"522228upt68182e","MGI:2159324","Cln6","C57BL","Early adult","IMPC_GEO_011_001","Blood Vessel Morphology",0.1739043
"522l9l2gc2fnki1","MGI:109339","Eya3","C57BL","Early adult","ESLIM_005_001_701","BMC/Body weight",0.6645035
"5235j227n52u5o8","MGI:2142651","Prmt9","C57BL","Early adult","ESLIM_011_001_704","Prepulse inhibition - PP4",0.6823178
"523848u553619py","MGI:1352752","Pde7b","C57BL","Early adult","IMPC_DXA_008_001","Lean/Body weight",0.3918514
"523d749o34nbg2n","MGI:1098779","Cdk2ap2","C57BL","Early adult","IMPC_CSD_062_001","Skin texture - whole body",0.5586441
"523gmj5ci764pev","MGI:1915087","Tiprl","C57BL","E12.5","IMPC_GEP_030_002","Edema",0.2128486
"523iu213k4l5456","MGI:2682952","Prdm10","C57BL","Early adult","IMPC_CSD_030_001","Tremor",0.275387
"52400d5b0bbdy29","MGI:105095","Pgf","C57BL","Early adult","IMPC_ACS_037_001","% Pre-pulse inhibition - Global",0.4986793
"5240dl34v40sb0c","MGI:105089","Hsd17b4","C57BL","E18.5","IMPC_ABR_010_001","24kHz-evoked ABR Threshold",0.6881167
"52460t5ozw8sn46","MGI:2441671","Hcar1","C57BL","Early adult","UCD_OWT_003_001","Spleen weight",0.1962967
"5246fdez7eqea2y","MGI:1916690","Dennd6b","C57BL","Early adult","IMPC_GEL_063_001","Delayed embryonic development",0.7478252
"5249h712q8o4h37","MGI:2147679","Patl1","C57BL","E18.5","MGP_IMM_070_001","Total ab T cells - % of CD45+",0.5908028
"524f1o1av93g9vo","MGI:1915956","Rgp1","C57BL","Early adult","IMPC_XRY_017_001","Number of caudal vertebrae",0.4641197
"52506a8t9a9x963","MGI:1914961","Nsmce1","C57BL","Early adult","IMPC_GPO_002_001","Placenta Morphology",0.7716565
"5250zs2i540qg90","MGI:107247","Adam7","C57BL","Early adult","IMPC_DXA_010_001","Bone Area",0.08987777
"52574r1p75555kp","MGI:1917345","Zfp512","C57BL","Early adult","JAX_OFD_013_001","Periphery average speed",0.3086913
"525g8v5p21430z5","MGI:1921501","Ankrd9","C57BL","Early adult","IMPC_IPG_012_001","Area under glucose response curve",0.2205268
"525uj6bx3s9a517","MGI:96412","Ide","129SV","Early adult","JAX_PLC_004_001","Glucose",0.5812432
"525w18l5e7946r8","mgi:1858419","Bysl","C57BL","Early adult","IMPC_EYE_010_001","Iris/Pupil",0.7513592
"52631226jx42n2t","MGI:1916625","Btbd9","C57BL","Early adult","IMPC_GEO_011_001","Blood Vessel Morphology",0.4203407
"5267tu1by98qej4","MGI:2443664","Rreb1","C57BL","Early adult","IMPC_CBC_018_001","Glucose",0.1340599
"526954l2690s5jd","MGI:102657","Cdc34","C57BL","Early adult","IMPC_HEM_001_001","White blood cell count",0.9462437
"526b96e4t8d26yr","MGI:1925212","Scaf8","C57BL","E9.5","M-G-P_025_001_023","HDL-cholesterol",0.7995667
"526qr61125252nw","MGI:2685751","Tmem171","C57BL","Early adult","IMPC_CBC_025_001","LDL-cholesterol",0.6901319
"5270203a8oti889","MGI:1919762","Sting1","C57BL","Early adult","ESLIM_016_001_008","Platelets count",0.28796
"527e00t2cre2w90","MGI:2387464","Pank3","C57BL","Early adult","IMPC_EYE_067_001","Left anterior chamber depth",0.8017226
"527q8595vlf1h07","MGI:2448562","Adnp2","C57BL","Late adult","IMPC_CBC_007_001","Albumin",0.2809509
"52868l21v60l6pt","MGI:1915956","Rgp1","C57BL","E9.5","CCP_XRY_060_001","Transitional vertebrae",0.88082
"528728pw7735625","MGI:1925212","Scaf8","C57BL","E18.5","IMPC_CBC_025_001","LDL-cholesterol",0.5536398
"528an0bxzne12ns","MGI:1917345","Zfp512","C57BL","Early adult","JAX_OFD_014_001","Center distance travelled",3.855049e-07
"528df993s973xz5","MGI:1859214","Pmm2","C57BL","E9.5","impc_ofd_009_001","Whole arena average speed",0.1213206
"528fs7hp3h0943f","MGI:1858696","Copg1","C57BL","Early adult","ESLIM_011_001_009","PP3 + pulse startle magnitude",0.4906267
"528saz43hp57p3s","MGI:96194","Hoxc12","C57BL","Early adult","IMPC_GEO_065_001","Limb morphology",0.2254258
"528u0454rx1hb1d","MGI:96412","Ide","C57BL","Early adult","IMPC_CSD_030_001","Tremor",0.5491695
"529l63973q05a48","MGI:103556","Cxcl12","C57BL","E9.5","IMPC_OFD_009_001","Whole arena average speed",0.4050053
"529mh74ik7n42n7","MGI:2448562","Adnp2","C57BL","Middle aged adult","IMPC_DXA_004_001","Bone Mineral Density (excluding skull)",0.565287
"52c7v3ya9vk23hs","MGI:2685751","Tmem171","C57BL","Early adult","IMPC_EYE_024_001","Retinal Blood Vessels",0.4245384
"52catyp9q2nr3tm","MGI:1915087","Tiprl","C57BL","Early adult","JAX_LDT_002_001","Light side time spent",3.405439e-05
"52en08c1l3tyb9r","MGI:2147679","Patl1","C57BL","Early adult","IMPC_CBC_020_001","Fructosamine",0.5203673
"52esqqp3q280k31","MGI:1915087","Tiprl","C57BL","E9.5","IMPC_OFD_007_001","Whole arena resting time",0.5222426
"52f5wuu000935n6","MGI:1933155","Arl4d","C57BL","Early adult","IMPC_EYE_026_001","Retinal Blood Vessels Pattern",0.7256949
"52g4mi561t2qjz7","MGI:1915956","Rgp1","C57BL","Early adult","IMPC_CBC_003_001","Chloride",0.08112915
"52gj2ri0541400y","MGI:107794","Zfp69","C57BL","Early adult","IMPC_GEL_061_001","Optic vesicle morphology",0.1058749
"52h0l50br4dvot6","MGI:102657","Cdc34","C57BL","Early adult","IMPC_GEO_011_001","Blood Vessel Morphology",0.3925417
"52h7og113dsl684","MGI:2147134","Fbxo11","C57BL","E15.5","ESLIM_011_001_002","PP1 startle magnitude",0.6887281
"52hnp468u3589vi","MGI:1858696","Copg1","C57BL","Early adult","IMPC_EYE_003_001","Eye Hemorrhage or Blood Presence",0.6531259
"52hvc9am79hspfu","MGI:1858696","Copg1","C57BL","Early adult","ESLIM_016_001_005","Mean cell volume",0.9602511
"52i278oil2q59z5","MGI:105089","Hsd17b4","C57BL","E18.5","IMPC_ABR_008_001","18kHz-evoked ABR Threshold",0.7922651
"52j5r095b13j611","MGI:2442920","Rab11fip4","C57BL","Early adult","IMPC_EYE_092_002","Retina (combined)",0.06598125
"52jact0wh4ql26j","MGI:1921703","Cfap53","C57BL","Early adult","IMPC_CSD_036_001","Startle response",0.05427429
"52k68h52ql74569","MGI:1915814","Nufip2","C57BL","E18.5","jax_ldt_002_001","Light side time spent",0.9274335
"52k9x04494x734z","MGI:1929492","Atl2","C57BL","Early adult","BCMLA_EYE_068_001","Left total retinal thickness",0.6268643
"52lsy16o42mv73t","MGI:894318","Cdk14","C57BL","Early adult","IMPC_GEO_067_001","Syndactyly",0.399673
"52msa181reb98z4","MGI:1341881","Syngr3","C57BL","Early adult","MGP_IMM_072_001","CD4+ T helper cells - % of CD45+",0.4957935
"52n9c47d67l7tho","MGI:1859607","Praf2","C57BL","Early adult","IMPC_CSD_079_001","Aggression",0.5760986
"52o1yoq63pj56gm","MGI:1918234","4931406C07Rik","C57BL","Early adult","IMPC_GEO_069_001","Delayed embryonic development",0.1513299
"52o5w16z2ex478d","MGI:2676312","Abca12","C57BL","Early adult","IMPC_DXA_006_001","Body length",0.1856953
"52o770bvsygz8b4","MGI:1858696","Copg1","C57BL","Early adult","M-G-P_005_001_006","Body Length",0.6243225
"52o8s6ztn7ay282","MGI:1859607","Praf2","C57BL","Early adult","IMPC_CBC_016_001","HDL-cholesterol",0.4541474
"52q9rb3n8i56441","MGI:2136381","Hadhb","C57BL","Early adult","IMPC_OFD_010_001","Periphery distance travelled",0.6661715
"52qoll0g71q81sd","MGI:1194883","Crx","C57BL","Early adult","IMPC_CBC_008_001","Total bilirubin",0.493447
"52r073sd5t4l014","MGI:1915956","Rgp1","C57BL","E12.5","IMPC_GEP_034_001","Skin Appearance",0.1497335
"52r816eico40fyu","MGI:1861457","Dynll1","C57BL","Early adult","IMPC_GRS_009_001","Forelimb and hindlimb grip strength measurement mean",0.8064588
"52r9625853u6z8z","MGI:1915956","Rgp1","C57BL","E12.5","ESLIM_011_001_002","PP1 startle magnitude",0.5729082
"52rexl8fo7qy98t","MGI:1919618","Borcs8","C57BL","Early adult","IMPC_CBC_008_001","Total bilirubin",0.1139122
"52ri3f512dxuy0j","MGI:2684940","Gm94","C57BL","Early adult","ESLIM_008_001_001","Body position",0.7324555
"52s3q71aw9qe320","MGI:1920963","Rbm20","C57BL","Early adult","IMPC_OFD_010_001","Periphery distance travelled",0.4686861
"52s745a97r13n76","MGI:3608347","Zfp385c","C57BL","Early adult","IMPC_EYE_010_001","Iris/Pupil",0.8255131
"52sl21nsvbgfx4v","MGI:1098779","Cdk2ap2","C57BL","Early adult","IMPC_HEM_004_001","Hematocrit",0.3677064
"52tfof429784q34","MGI:1925212","Scaf8","C57BL","E18.5","IMPC_CBC_020_001","Fructosamine",0.9063797
"52u1oi21q253mdt","MGI:1931028","Recql4","C57BL","E9.5","IMPC_FEA_015_001","Cue Baseline % Freezing Time",0.96922
"52vnrz7z8816d3i","MGI:2444418","Scara3","C57BL","Early adult","IMPC_GEO_047_002","Microphthalmia",0.525334
"52w7n1o87a83v97","MGI:1913521","Tmem126a","C57BL","Early adult","IMPC_DXA_008_001","Lean/Body weight",0.661958
"52we477163v5p54","MGI:1916690","Dennd6b","C57BL","Early adult","IMPC_DXA_010_001","Bone Area",0.6657026
"52x4e2n9udpc898","mgi:1915814","Nufip2","C57BL","e18.5","IMPC_GEP_005_002","Responsive to tactile stimuli",0.2272987
"52x8di24p97x403","MGI:2138334","Dgkd","C57BL","early adult","IMPC_EYE_027_001","Persistence of hyaloid vascular system",0.07751781
"52y95166702ob35","MGI:2676312","Abca12","C57BL","E18.5","IMPC_CSD_024_001","Vibrissae - appearance",0.2117607
"52z189h72l816e8","MGI:107247","Adam7","C57BL","Early adult","IMPC_CBC_006_001","Total protein",0.9003604
"52z19lf2c9p3sm6","MGI:2147134","Fbxo11","C3H","Early adult","IMPC_GEO_062_001","Abdominal wall",0.5711571
"52zv8kn250jm681","MGI:96193","Hoxc11","C57BL","Early adult","ESLIM_011_001_002","PP1 startle magnitude",0.9349752
"530i55iy603suzp","MGI:2682952","Prdm10","C57BL","Early adult","IMPC_HWT_008_001","Heart weight",0.2918697
"530qz3f73qg5ros","MGI:109339","Eya3","C57BL","Early adult","M-G-P_006_001_017","Shape of ribs",0.3944578
"53160i6g659480d","MGI:1298378","Dhcr7","C57BL","Early adult","ESLIM_011_001_006","110dB startle magnitude",0.3633743
"53166hnz16j3070","MGI:103556","Cxcl12","C57BL","E12.5","IMPC_EYE_023_001","Optic Disc",0.8210896
"53172lgbt95d103","MGI:2685084","C2cd4c","C57BL","Early adult","IMPC_CBC_021_001","Lipase",0.08096732
"5317jz3x90674qo","MGI:2147679","Patl1","C57BL","Early adult","IMPC_ECH_004_001","Ejection Fraction",0.2598785
"531vtjf67r4evvk","MGI:1341881","Syngr3","C57BL","Middle aged adult","IMPC_HEM_002_001","Red blood cell count",0.4178465
"5322x71li7093ou","MGI:2147134","Fbxo11","C3H","Early adult","IMPC_ACS_034_001","% Pre-pulse inhibition - PPI2",0.7482081
"5324410h43h19vb","MGI:105080","Tgoln1","C57BL","Early adult","IMPC_EYE_083_001","Vitreous",0.1219822
"53276hfy008p8vq","MGI:2676312","Abca12","C57BL","E18.5","impc_geo_063_001","Craniofacial morphology",0.8159307
"532907381tk563e","MGI:1923356","Kdm3b","C57BL","Early adult","JAX_OFD_013_001","Periphery average speed",0.5953162
